Data;Close;lr;sd_f22;sd_f11;sd_f5;sd_h22;sd_h11;sd_h5
25/08/1995;560.099976;0.004724505;0.00342535;0.002752241;0.002091374;0.003397197;0.003682972;0.003179932
28/08/1995;559.049988;-0.001876403;0.00340725;0.002738791;0.001748716;0.00309854;0.003471048;0.003166792
29/08/1995;560;0.001697891;0.003579264;0.002352111;0.002992599;0.003029107;0.002539671;0.003068491
30/08/1995;560.919983;0.001641479;0.003706571;0.002722656;0.002985413;0.003039239;0.002480519;0.002126254
31/08/1995;561.880005;0.00171005;0.003950399;0.002928237;0.003218881;0.002915334;0.00242879;0.002091374
01/09/1995;563.840027;0.003482258;0.003952274;0.003176649;0.003123074;0.00296887;0.002498392;0.001748716
05/09/1995;569.169983;0.009408558;0.003981877;0.003185645;0.003195867;0.003506952;0.003508457;0.002992599
06/09/1995;570.169983;0.001755403;0.003583581;0.002566558;0.001600822;0.003510173;0.003321969;0.002985413
07/09/1995;570.289978;0.000210433;0.003590145;0.003695474;0.001615716;0.00350534;0.00335168;0.003218881
08/09/1995;572.679993;0.004182119;0.003963911;0.003862269;0.002028441;0.003573825;0.002814468;0.003123074
11/09/1995;573.909973;0.002145458;0.003908773;0.003810698;0.002889156;0.003548232;0.002752241;0.003195867
12/09/1995;576.51001;0.00452016;0.003941503;0.00384972;0.003444923;0.003425804;0.002738791;0.001600822
13/09/1995;578.77002;0.003912494;0.004039006;0.003726478;0.003368581;0.003219233;0.002352111;0.001615716
14/09/1995;583.609985;0.008327729;0.00399319;0.00424297;0.003409492;0.003221193;0.002722656;0.002028441
15/09/1995;583.349976;-0.000445618;0.003644166;0.003671137;0.003682162;0.003145841;0.002928237;0.002889156
18/09/1995;582.77002;-0.000994676;0.003882056;0.003917269;0.003768843;0.003202905;0.003176649;0.003444923
19/09/1995;584.200012;0.002450779;0.00387585;0.003926631;0.003769708;0.003113326;0.003185645;0.003368581
20/09/1995;586.77002;0.004389544;0.0039977;0.003859898;0.003506573;0.003128378;0.002566558;0.003409492
21/09/1995;583;-0.006445768;0.004084739;0.003643522;0.002363915;0.003513913;0.003695474;0.003682162
22/09/1995;581.72998;-0.002180798;0.003941508;0.003148243;0.003724543;0.003616179;0.003862269;0.003768843
25/09/1995;581.809998;0.000137542;0.003936375;0.003713289;0.003779652;0.003391733;0.003810698;0.003769708
26/09/1995;581.409973;-0.000687789;0.004223214;0.003715921;0.004402622;0.00342535;0.00384972;0.003506573
27/09/1995;581.039978;-0.000636578;0.004706899;0.003891896;0.004406157;0.00340725;0.003726478;0.002363915
28/09/1995;585.869995;0.00827835;0.00484442;0.004320248;0.004456523;0.003579264;0.00424297;0.003724543
29/09/1995;584.409973;-0.002495168;0.004692237;0.003607697;0.002395946;0.003706571;0.003671137;0.003779652
02/10/1995;581.719971;-0.004613563;0.004704738;0.003609021;0.002303022;0.003950399;0.003917269;0.004402622
03/10/1995;582.340027;0.001065334;0.004708547;0.003775331;0.003197309;0.003952274;0.003926631;0.004406157
04/10/1995;581.469971;-0.001495186;0.00508135;0.003775762;0.002999901;0.003981877;0.003859898;0.004456523
05/10/1995;582.630005;0.001993015;0.005063817;0.003918344;0.00361734;0.003583581;0.003643522;0.002395946
06/10/1995;582.48999;-0.000240344;0.005131998;0.004372986;0.004537269;0.003590145;0.003148243;0.002303022
09/10/1995;578.369995;-0.007098207;0.005201364;0.004587422;0.004612678;0.003963911;0.003713289;0.003197309
10/10/1995;577.52002;-0.001470685;0.005252121;0.003946943;0.003219743;0.003908773;0.003715921;0.002999901
11/10/1995;579.460022;0.003353565;0.005232394;0.004562202;0.00325729;0.003941503;0.003891896;0.00361734
12/10/1995;583.099976;0.006261984;0.005228834;0.005399544;0.003354351;0.004039006;0.004320248;0.004537269
13/10/1995;584.5;0.002398124;0.005111994;0.005282817;0.003195506;0.00399319;0.003607697;0.004612678
16/10/1995;583.030029;-0.002518088;0.00523638;0.005569429;0.004530584;0.003644166;0.003609021;0.003219743
17/10/1995;586.780029;0.006411319;0.005421124;0.005589615;0.004811165;0.003882056;0.003775331;0.00325729
18/10/1995;587.440002;0.001124105;0.005388806;0.005420866;0.004084042;0.00387585;0.003775762;0.003354351
19/10/1995;590.650024;0.005449549;0.005445114;0.006106293;0.004821098;0.0039977;0.003918344;0.003195506
20/10/1995;587.460022;-0.00541547;0.005506809;0.005907581;0.004134067;0.004084739;0.004372986;0.004530584
23/10/1995;585.059998;-0.004093793;0.005451451;0.005777044;0.005678889;0.003941508;0.004587422;0.004811165
24/10/1995;586.539978;0.002526427;0.005412186;0.005748304;0.006560595;0.003936375;0.003946943;0.004084042
25/10/1995;582.469971;-0.006963197;0.005413403;0.006283091;0.006401236;0.004223214;0.004562202;0.004821098
26/10/1995;576.719971;-0.009920802;0.005127738;0.005791691;0.006184903;0.004706899;0.005399544;0.004134067
27/10/1995;579.700012;0.005153919;0.004687836;0.004611626;0.004075938;0.00484442;0.005282817;0.005678889
30/10/1995;583.25;0.006105162;0.004646003;0.004611477;0.004217379;0.004692237;0.005569429;0.006560595
31/10/1995;581.5;-0.003004939;0.004716252;0.004814663;0.004851307;0.004704738;0.005589615;0.006401236
01/11/1995;584.219971;0.004666603;0.004606114;0.00501867;0.004982144;0.004708547;0.005420866;0.006184903
02/11/1995;589.719971;0.009370224;0.004950104;0.005076709;0.005783474;0.00508135;0.006106293;0.004075938
03/11/1995;590.570007;0.001440385;0.004795649;0.004610406;0.004723953;0.005063817;0.005907581;0.004217379
06/11/1995;588.460022;-0.003579192;0.004809796;0.005027536;0.004792834;0.005131998;0.005777044;0.004851307
07/11/1995;586.320007;-0.003643265;0.005003487;0.00497048;0.004398365;0.005201364;0.005748304;0.004982144
08/11/1995;591.710022;0.00915096;0.004844719;0.004915828;0.004749052;0.005252121;0.006283091;0.005783474
09/11/1995;593.26001;0.002616081;0.004619628;0.004361846;0.004325777;0.005232394;0.005791691;0.004723953
10/11/1995;592.719971;-0.000910705;0.004667775;0.004352711;0.004741391;0.005228834;0.004611626;0.004792834
13/11/1995;592.299988;-0.00070882;0.004659517;0.004754171;0.004719825;0.005111994;0.004611477;0.004398365
14/11/1995;589.289978;-0.005094858;0.005065847;0.004672968;0.005630217;0.00523638;0.004814663;0.004749052
15/11/1995;593.960022;0.007893629;0.004877329;0.004490413;0.004659088;0.005421124;0.00501867;0.004325777
16/11/1995;597.340027;0.005674497;0.005933724;0.004152657;0.004740315;0.005388806;0.005076709;0.004741391
17/11/1995;600.070007;0.004559816;0.006057867;0.004810379;0.004341687;0.005445114;0.004610406;0.004719825
20/11/1995;596.849976;-0.005380541;0.006415483;0.004918509;0.00403745;0.005506809;0.005027536;0.005630217
21/11/1995;600.23999;0.005663773;0.006444159;0.004219755;0.003864315;0.005451451;0.00497048;0.004659088
22/11/1995;598.400024;-0.003070092;0.006372761;0.005019589;0.003669435;0.005412186;0.004915828;0.004740315
24/11/1995;599.969971;0.002620139;0.006340491;0.004719941;0.003875909;0.005413403;0.004361846;0.004341687
27/11/1995;601.320007;0.002247645;0.006334752;0.004720921;0.003876498;0.005127738;0.004352711;0.00403745
28/11/1995;606.450012;0.008495054;0.006339636;0.004866667;0.005192085;0.004687836;0.004754171;0.003864315
29/11/1995;607.640015;0.001960321;0.006141982;0.004561232;0.004905019;0.004646003;0.004672968;0.003669435
30/11/1995;605.369995;-0.003742793;0.006312446;0.005388966;0.004830042;0.004716252;0.004490413;0.003875909
01/12/1995;606.97998;0.002655976;0.006228357;0.005203935;0.005755572;0.004606114;0.004152657;0.003876498
04/12/1995;613.679993;0.0109778;0.006386544;0.007154031;0.005775759;0.004950104;0.004810379;0.005192085
05/12/1995;617.679993;0.006496904;0.00600085;0.006824633;0.004428383;0.004795649;0.004918509;0.004905019
06/12/1995;620.179993;0.004039235;0.005873958;0.006968448;0.00386212;0.004809796;0.004219755;0.004830042
07/12/1995;616.169983;-0.006486875;0.006551751;0.007290916;0.003993176;0.005003487;0.005019589;0.005755572
08/12/1995;617.47998;0.002123775;0.007408475;0.007177046;0.004424007;0.004844719;0.004719941;0.005775759
11/12/1995;619.52002;0.00329837;0.007579768;0.007252959;0.004332353;0.004619628;0.004720921;0.004428383
12/12/1995;618.780029;-0.001195173;0.007518763;0.007163026;0.006936018;0.004667775;0.004866667;0.00386212
13/12/1995;621.690002;0.004691735;0.00753011;0.007161552;0.008612389;0.004659517;0.004561232;0.003993176
14/12/1995;616.919983;-0.007702251;0.008123939;0.007059057;0.008230546;0.005065847;0.005388966;0.004424007
15/12/1995;616.340027;-0.000940525;0.008010862;0.007093538;0.009434903;0.004877329;0.005203935;0.004332353
18/12/1995;606.809998;-0.015583079;0.00805095;0.007077993;0.00960879;0.005933724;0.007154031;0.006936018
19/12/1995;611.929993;0.008402162;0.0074549;0.005389513;0.006536396;0.006057867;0.006824633;0.008612389
20/12/1995;605.940002;-0.009836911;0.007265914;0.004997726;0.00582529;0.006415483;0.006968448;0.008230546
21/12/1995;610.48999;0.007480922;0.006941967;0.003735509;0.002862999;0.006444159;0.007290916;0.009434903
22/12/1995;611.950012;0.002388702;0.007181194;0.005646109;0.001667484;0.006372761;0.007177046;0.00960879
26/12/1995;614.299988;0.003832789;0.007258004;0.007568547;0.002953364;0.006340491;0.007252959;0.006536396
27/12/1995;614.530029;0.000374407;0.007372846;0.007842193;0.002986251;0.006334752;0.007163026;0.00582529
28/12/1995;614.119995;-0.000667455;0.00741138;0.007815023;0.004452446;0.006339636;0.007161552;0.002862999
29/12/1995;615.929993;0.002942969;0.007622714;0.007814043;0.004538737;0.006141982;0.007059057;0.001667484
02/01/1996;620.72998;0.007762863;0.007801489;0.00906262;0.004528812;0.006312446;0.007093538;0.002953364
03/01/1996;621.320007;0.000950086;0.007699367;0.008626596;0.006225074;0.006228357;0.007077993;0.002986251
04/01/1996;617.700012;-0.005843336;0.007781002;0.008716895;0.007867631;0.006386544;0.005389513;0.004452446
05/01/1996;616.710022;-0.001603989;0.007787231;0.008889121;0.00983879;0.00600085;0.004997726;0.004538737
08/01/1996;618.460022;0.00283362;0.007845112;0.008938333;0.009848576;0.005873958;0.003735509;0.004528812
09/01/1996;609.450012;-0.014675622;0.007876575;0.008876494;0.009167724;0.006551751;0.005646109;0.006225074
10/01/1996;598.47998;-0.018163857;0.007080491;0.008354614;0.010910683;0.007408475;0.007568547;0.007867631
11/01/1996;602.690002;0.007009898;0.005362654;0.006046664;0.006973463;0.007579768;0.007842193;0.00983879
12/01/1996;601.809998;-0.001461194;0.005381291;0.006073262;0.006648175;0.007518763;0.007815023;0.009848576
15/01/1996;599.820007;-0.003312156;0.005379419;0.005927161;0.00656902;0.00753011;0.007814043;0.009167724
16/01/1996;608.440002;0.014268686;0.00570633;0.005761816;0.005755868;0.008123939;0.00906262;0.010910683
17/01/1996;606.369995;-0.003407955;0.005655321;0.005135474;0.003259944;0.008010862;0.008626596;0.006973463
18/01/1996;608.23999;0.003079172;0.005756545;0.00457322;0.004212798;0.00805095;0.008716895;0.006648175
19/01/1996;611.830017;0.005884969;0.006490187;0.005224158;0.005635235;0.0074549;0.008889121;0.00656902
22/01/1996;613.400024;0.002562797;0.006733495;0.005379285;0.005828339;0.007265914;0.008938333;0.005755868
23/01/1996;612.789978;-0.000995027;0.00732513;0.005427014;0.005830126;0.006941967;0.008876494;0.003259944
24/01/1996;619.960022;0.011632731;0.007295296;0.00511387;0.005717154;0.007181194;0.008354614;0.004212798
25/01/1996;617.030029;-0.004737303;0.007819223;0.00490052;0.005279102;0.007258004;0.006046664;0.005635235
26/01/1996;621.619995;0.007411273;0.007828425;0.004112206;0.002418839;0.007372846;0.006073262;0.005828339
29/01/1996;624.219971;0.004173858;0.007837466;0.00412491;0.004940597;0.00741138;0.005927161;0.005830126
30/01/1996;630.150024;0.0094551;0.008005503;0.004593549;0.005208061;0.007622714;0.005761816;0.005717154
31/01/1996;636.02002;0.009272116;0.007878037;0.005615315;0.004970421;0.007801489;0.005135474;0.005279102
01/02/1996;638.460022;0.00382902;0.007911256;0.005987098;0.004546239;0.007699367;0.00457322;0.002418839
02/02/1996;635.840027;-0.004112059;0.008010786;0.00630674;0.004952677;0.007781002;0.005224158;0.004940597
05/02/1996;641.429993;0.008753046;0.008069175;0.007165519;0.003226178;0.007787231;0.005379285;0.005208061
06/02/1996;646.330017;0.007610188;0.007904745;0.007491095;0.003095458;0.007845112;0.005427014;0.004970421
07/02/1996;649.929993;0.005554418;0.010213887;0.008563727;0.004165124;0.007876575;0.00511387;0.004546239
08/02/1996;656.070007;0.009402847;0.010393734;0.008483776;0.006184335;0.007080491;0.00490052;0.004952677
09/02/1996;656.369995;0.000457145;0.010182098;0.008983264;0.005472506;0.005362654;0.004112206;0.003226178
12/02/1996;661.450012;0.007709766;0.010203875;0.009050242;0.005539399;0.005381291;0.00412491;0.003095458
13/02/1996;660.51001;-0.001422134;0.010075525;0.008606461;0.00323527;0.005379419;0.004593549;0.004165124
14/02/1996;655.580017;-0.007491913;0.010087016;0.00869042;0.007952442;0.00570633;0.005615315;0.006184335
15/02/1996;651.320007;-0.006519282;0.010705091;0.008902754;0.010937825;0.005655321;0.005987098;0.005472506
16/02/1996;647.97998;-0.005141283;0.010621036;0.009318755;0.010321981;0.005756545;0.00630674;0.005539399
20/02/1996;640.650024;-0.011376477;0.010578268;0.009409439;0.011872158;0.006490187;0.007165519;0.00323527
21/02/1996;648.099976;0.011561645;0.010283062;0.008857947;0.010788113;0.006733495;0.007491095;0.007952442
22/02/1996;658.859985;0.016466078;0.010010826;0.008296977;0.009784452;0.00732513;0.008563727;0.010937825
23/02/1996;659.080017;0.000333903;0.009358657;0.011008691;0.004407453;0.007295296;0.008483776;0.010321981
26/02/1996;650.460022;-0.01316511;0.009417791;0.011675969;0.006224489;0.007819223;0.008983264;0.011872158
27/02/1996;647.23999;-0.004962686;0.009096831;0.011226667;0.006650371;0.007828425;0.009050242;0.010788113
28/02/1996;644.75;-0.003854508;0.009034961;0.011239672;0.006636711;0.007837466;0.008606461;0.009784452
29/02/1996;640.429993;-0.00672283;0.009069217;0.011286461;0.007048462;0.008005503;0.00869042;0.004407453
01/03/1996;644.369995;0.006133273;0.009307095;0.011118713;0.00549741;0.007878037;0.008902754;0.006224489
04/03/1996;650.809998;0.00994465;0.009244088;0.012091987;0.014963577;0.007911256;0.009318755;0.006650371
05/03/1996;655.789978;0.007622844;0.009025211;0.011779422;0.01501654;0.008010786;0.009409439;0.006636711
06/03/1996;652;-0.00579602;0.008884684;0.011552508;0.013992459;0.008069175;0.008857947;0.007048462
07/03/1996;653.650024;0.002527515;0.009572854;0.011447323;0.014360189;0.007904745;0.008296977;0.00549741
08/03/1996;633.5;-0.031312077;0.009563506;0.011440119;0.014469017;0.010213887;0.011008691;0.014963577
11/03/1996;640.02002;0.010239457;0.007481882;0.006041985;0.004777126;0.010393734;0.011675969;0.01501654
12/03/1996;637.090027;-0.004588482;0.007171122;0.005566553;0.007273848;0.010182098;0.011226667;0.013992459
13/03/1996;638.549988;0.002288987;0.007370604;0.00575608;0.006623512;0.010203875;0.011239672;0.014360189
14/03/1996;640.869995;0.003626658;0.007597518;0.005770288;0.007221395;0.010075525;0.011286461;0.014469017
15/03/1996;641.429993;0.000873427;0.007603183;0.006032694;0.00746654;0.010087016;0.011118713;0.004777126
18/03/1996;652.650024;0.017340987;0.007689023;0.006954298;0.007424639;0.010705091;0.012091987;0.007273848
19/03/1996;651.690002;-0.001472043;0.006744697;0.004936788;0.001610876;0.010621036;0.011779422;0.006623512
20/03/1996;649.97998;-0.002627429;0.006768486;0.004903916;0.002587457;0.010578268;0.011552508;0.007221395
21/03/1996;649.190002;-0.001216127;0.006823303;0.004805212;0.003624926;0.010283062;0.011447323;0.00746654
22/03/1996;650.619995;0.002200312;0.006924584;0.007224396;0.003598245;0.010010826;0.011440119;0.007424639
25/03/1996;650.039978;-0.000891881;0.006926041;0.007194007;0.003890791;0.009358657;0.006041985;0.001610876
26/03/1996;652.969971;0.004497276;0.006976856;0.008029415;0.006949523;0.009417791;0.005566553;0.002587457
27/03/1996;648.909973;-0.006237151;0.006916076;0.007734759;0.006792286;0.009096831;0.00575608;0.003624926
28/03/1996;648.940002;4.6275E-05;0.006781072;0.008351687;0.005870102;0.009034961;0.005770288;0.003598245
29/03/1996;645.5;-0.005315055;0.006781141;0.008906576;0.00587565;0.009069217;0.006032694;0.003890791
01/04/1996;653.72998;0.012669181;0.006666905;0.008885982;0.009855525;0.009307095;0.006954298;0.006949523
02/04/1996;655.26001;0.002337727;0.00711107;0.008000265;0.007384164;0.009244088;0.004936788;0.006792286
03/04/1996;655.880005;0.000945734;0.007090092;0.008038822;0.007590954;0.009025211;0.004903916;0.005870102
04/04/1996;655.859985;-3.05243E-05;0.00707811;0.008086109;0.006842247;0.008884684;0.004805212;0.00587565
08/04/1996;644.23999;-0.017876017;0.007099989;0.008256031;0.009265657;0.009572854;0.007224396;0.009855525
09/04/1996;642.190002;-0.003187099;0.006487918;0.006497597;0.008550076;0.009563506;0.007194007;0.007384164
10/04/1996;633.5;-0.013624213;0.006452065;0.006443776;0.008581741;0.007481882;0.008029415;0.007590954
11/04/1996;631.179993;-0.003668927;0.006024295;0.0044691;0.00603045;0.007171122;0.007734759;0.006842247
12/04/1996;636.710022;0.008723255;0.006496743;0.004046527;0.005183733;0.007370604;0.008351687;0.009265657
15/04/1996;642.48999;0.009036909;0.006399887;0.003669445;0.004591889;0.007597518;0.008906576;0.008550076
16/04/1996;645;0.00389908;0.006227156;0.003065914;0.003544317;0.007603183;0.008885982;0.008581741
17/04/1996;641.609985;-0.005269698;0.006225935;0.00298989;0.003828013;0.007689023;0.008000265;0.00603045
18/04/1996;643.609985;0.00311231;0.006123369;0.005935134;0.002670818;0.006744697;0.008038822;0.005183733
19/04/1996;645.070007;0.00226592;0.006188445;0.005916411;0.00273755;0.006768486;0.008086109;0.004591889
22/04/1996;647.890015;0.004362103;0.006212057;0.005865276;0.002848405;0.006823303;0.008256031;0.003544317
23/04/1996;651.580017;0.005679257;0.006339115;0.005711952;0.002739793;0.006924584;0.006497597;0.003828013
24/04/1996;650.169983;-0.002166368;0.006393932;0.006324335;0.002033829;0.006926041;0.006443776;0.002670818
25/04/1996;652.869995;0.00414418;0.006350535;0.006335637;0.001441508;0.006976856;0.0044691;0.00273755
26/04/1996;653.460022;0.000903335;0.006743559;0.006968474;0.007173888;0.006916076;0.004046527;0.002848405
29/04/1996;654.159973;0.001070573;0.006934231;0.008121512;0.006928943;0.006781072;0.003669445;0.002739793
30/04/1996;654.169983;1.5302E-05;0.007001144;0.008250057;0.006667348;0.006781141;0.003065914;0.002033829
01/05/1996;654.580017;0.000626604;0.00707678;0.008255379;0.006355315;0.006666905;0.00298989;0.001441508
02/05/1996;643.380005;-0.017258297;0.007107575;0.008281442;0.008719854;0.00711107;0.005935134;0.007173888
03/05/1996;641.630005;-0.002723716;0.006011314;0.005861969;0.005039207;0.007090092;0.005916411;0.006928943
06/05/1996;640.809998;-0.001278823;0.006072752;0.005552119;0.005905326;0.00707811;0.005865276;0.006667348
07/05/1996;638.26001;-0.003987258;0.006416754;0.005490862;0.006761466;0.007099989;0.005711952;0.006355315
08/05/1996;644.77002;0.010147956;0.006287075;0.00488642;0.00449407;0.006487918;0.006324335;0.008719854
09/05/1996;645.440002;0.001038563;0.006108037;0.005287683;0.005498347;0.006452065;0.006335637;0.005039207
10/05/1996;652.090027;0.010250373;0.006153751;0.005192867;0.005899133;0.006024295;0.006968474;0.005905326
13/05/1996;661.51001;0.014342485;0.00593452;0.006185612;0.005511054;0.006496743;0.008121512;0.006761466
14/05/1996;665.599976;0.006163738;0.005211929;0.005493681;0.003314751;0.006399887;0.008250057;0.00449407
15/05/1996;665.419983;-0.000270459;0.005105595;0.005448834;0.003323771;0.006227156;0.008255379;0.005498347
16/05/1996;664.849976;-0.000856979;0.00511005;0.005609213;0.003830925;0.006225935;0.008281442;0.005899133
17/05/1996;668.909973;0.006088066;0.005199511;0.005650085;0.004581766;0.006123369;0.005861969;0.005511054
20/05/1996;673.150024;0.006318742;0.005016209;0.005768832;0.004389653;0.006188445;0.005552119;0.003314751
21/05/1996;672.76001;-0.000579554;0.004796759;0.006022995;0.006051808;0.006212057;0.005490862;0.003323771
22/05/1996;678.419983;0.008377871;0.005070637;0.006525187;0.006541508;0.006339115;0.00488642;0.003830925
23/05/1996;676;-0.003573464;0.004762045;0.005978452;0.005762144;0.006393932;0.005287683;0.004581766
24/05/1996;678.51001;0.003706156;0.004719005;0.005920381;0.005778274;0.006350535;0.005192867;0.004389653
28/05/1996;672.22998;-0.009298718;0.004764605;0.005772679;0.005039807;0.006743559;0.006185612;0.006051808
29/05/1996;667.929993;-0.006417147;0.004625322;0.005202177;0.005390643;0.006934231;0.005493681;0.006541508
30/05/1996;671.700012;0.005628463;0.004470912;0.004874547;0.005122199;0.007001144;0.005448834;0.005762144
31/05/1996;669.119995;-0.003848421;0.004611637;0.004596168;0.00650494;0.00707678;0.005609213;0.005778274
03/06/1996;667.679993;-0.002154402;0.004592992;0.004496363;0.006163162;0.007107575;0.005650085;0.005039807
04/06/1996;672.559998;0.007282317;0.00458491;0.004634634;0.006116423;0.006011314;0.005768832;0.005390643
05/06/1996;678.440002;0.008704724;0.006376237;0.003894303;0.005384878;0.006072752;0.006022995;0.005122199
06/06/1996;673.030029;-0.0080061;0.006139551;0.002335576;0.002817714;0.006416754;0.006525187;0.00650494
07/06/1996;673.309998;0.000415896;0.006071557;0.002908707;0.001069795;0.006287075;0.005978452;0.006163162
10/06/1996;672.159973;-0.001709477;0.006100202;0.003099807;0.000628547;0.006108037;0.005920381;0.006116423
11/06/1996;670.969971;-0.001771984;0.006834822;0.003080086;0.000779143;0.006153751;0.005772679;0.005384878
12/06/1996;669.039978;-0.002880567;0.00685682;0.003474465;0.001256555;0.00593452;0.005202177;0.002817714
13/06/1996;667.919983;-0.001675436;0.008486379;0.003956974;0.001595328;0.005211929;0.004874547;0.001069795
14/06/1996;665.849976;-0.003103997;0.008483861;0.004018537;0.001859048;0.005105595;0.004596168;0.000628547
17/06/1996;665.159973;-0.001036811;0.008831812;0.004369082;0.003831743;0.00511005;0.004496363;0.000779143
18/06/1996;662.059998;-0.004671389;0.009522268;0.004533265;0.003891387;0.005199511;0.004634634;0.001256555
19/06/1996;661.960022;-0.000151019;0.00958405;0.00426529;0.002887709;0.005016209;0.003894303;0.001595328
20/06/1996;662.099976;0.000211401;0.009662368;0.008112332;0.004365221;0.004796759;0.002335576;0.001859048
21/06/1996;666.840027;0.007133612;0.009825607;0.008338677;0.004859621;0.005070637;0.002908707;0.003831743
24/06/1996;668.849976;0.003009606;0.009613961;0.008057796;0.004224076;0.004762045;0.003099807;0.003891387
25/06/1996;668.47998;-0.000553335;0.009767363;0.008009599;0.005010471;0.004719005;0.003080086;0.002887709
26/06/1996;664.390015;-0.006137099;0.009985484;0.008967306;0.005416864;0.004764605;0.003474465;0.004365221
27/06/1996;668.549988;0.006241821;0.01002264;0.008979586;0.004364525;0.004625322;0.003956974;0.004859621
28/06/1996;670.630005;0.003106406;0.01004799;0.010677402;0.010344967;0.004470912;0.004018537;0.004224076
01/07/1996;675.880005;0.007797976;0.010190309;0.01039476;0.009879484;0.004611637;0.004369082;0.005010471
02/07/1996;673.609985;-0.003364267;0.010655742;0.010547478;0.008791247;0.004592992;0.004533265;0.005416864
03/07/1996;672.400024;-0.001797849;0.011489799;0.012114912;0.00939671;0.00458491;0.00426529;0.004364525
05/07/1996;657.440002;-0.022499929;0.011501415;0.012125934;0.010033729;0.006376237;0.008112332;0.010344967
08/07/1996;652.539978;-0.007481102;0.010503585;0.010827712;0.007311656;0.006139551;0.008338677;0.009879484
09/07/1996;654.75;0.003381077;0.010372116;0.010992989;0.011656177;0.006071557;0.008057796;0.008791247
10/07/1996;656.059998;0.001998762;0.010376257;0.01082714;0.010830065;0.006100202;0.008009599;0.00939671
11/07/1996;645.669983;-0.015963734;0.01037445;0.011184755;0.012407888;0.006834822;0.008967306;0.010033729
12/07/1996;646.190002;0.00080507;0.009780914;0.010837002;0.013899332;0.00685682;0.008979586;0.007311656
15/07/1996;629.799988;-0.025691292;0.009991813;0.010964148;0.014122593;0.008486379;0.010677402;0.011656177
16/07/1996;628.369995;-0.002273133;0.008123314;0.008283584;0.009132768;0.008483861;0.01039476;0.010830065
17/07/1996;634.070007;0.009030212;0.008074892;0.008421799;0.010377487;0.008831812;0.010547478;0.012407888
18/07/1996;643.559998;0.01485589;0.007958739;0.009128487;0.009278685;0.009522268;0.012114912;0.013899332
19/07/1996;638.72998;-0.007533461;0.0074632;0.009708098;0.006535358;0.00958405;0.012125934;0.014122593
22/07/1996;633.77002;-0.007795654;0.00722644;0.009382801;0.007539023;0.009662368;0.010827712;0.009132768
23/07/1996;626.869995;-0.01094697;0.006944681;0.008741831;0.007554202;0.009825607;0.010992989;0.010377487
24/07/1996;626.650024;-0.000350965;0.006431284;0.007395739;0.006024053;0.009613961;0.01082714;0.009278685
25/07/1996;631.169983;0.007187004;0.006639344;0.007555561;0.006042614;0.009767363;0.011184755;0.006535358
26/07/1996;635.900024;0.007466143;0.006747889;0.007695982;0.007611786;0.009985484;0.010837002;0.007539023
29/07/1996;630.909973;-0.007878177;0.006662773;0.007644616;0.009301929;0.01002264;0.010964148;0.007554202
30/07/1996;635.26001;0.006871201;0.006380112;0.007720709;0.007812369;0.01004799;0.008283584;0.006024053
31/07/1996;639.950012;0.007355687;0.006892397;0.007677694;0.008144656;0.010190309;0.008421799;0.006042614
01/08/1996;650.02002;0.015613095;0.007060927;0.007643183;0.008467981;0.010655742;0.009128487;0.007611786
02/08/1996;662.48999;0.019002286;0.006338806;0.006583405;0.00803452;0.011489799;0.009708098;0.009301929
05/08/1996;660.22998;-0.003417219;0.004871691;0.003872564;0.002665646;0.011501415;0.009382801;0.007812369
06/08/1996;662.380005;0.003251188;0.005189489;0.003721551;0.002846448;0.010503585;0.008741831;0.008144656
07/08/1996;664.159973;0.002683627;0.005563641;0.003659613;0.004739555;0.010372116;0.007395739;0.008467981
08/08/1996;662.590027;-0.002366605;0.006136621;0.004301085;0.004755914;0.010376257;0.007555561;0.00803452
09/08/1996;662.099976;-0.000739873;0.006115354;0.004595375;0.004681766;0.01037445;0.007695982;0.002665646
12/08/1996;665.77002;0.00552773;0.006204016;0.004838781;0.004983679;0.009780914;0.007644616;0.002846448
13/08/1996;660.200012;-0.008401458;0.006213908;0.004689682;0.004515723;0.009991813;0.007720709;0.004739555
14/08/1996;662.049988;0.002798226;0.006512318;0.00396262;0.001986919;0.008123314;0.007677694;0.004755914
15/08/1996;662.280029;0.000347407;0.006551197;0.005138214;0.002114261;0.008074892;0.007643183;0.004681766
16/08/1996;665.210022;0.004414342;0.006577417;0.005566152;0.003609956;0.007958739;0.006583405;0.004983679
19/08/1996;666.580017;0.002057375;0.006582737;0.005544026;0.00459846;0.0074632;0.003872564;0.004515723
20/08/1996;665.690002;-0.001336088;0.006584078;0.005507406;0.004941703;0.00722644;0.003721551;0.001986919
21/08/1996;665.070007;-0.000931791;0.006633895;0.00596032;0.005248595;0.006944681;0.003659613;0.002114261
22/08/1996;670.679993;0.008399804;0.006631829;0.00686555;0.005343665;0.006431284;0.004301085;0.003609956
23/08/1996;667.030029;-0.005457047;0.006474552;0.007425679;0.00485561;0.006639344;0.004595375;0.00459846
26/08/1996;663.880005;-0.004733648;0.006322678;0.007288996;0.005145183;0.006747889;0.004838781;0.004941703
27/08/1996;666.400024;0.003788709;0.006193704;0.00731721;0.006210154;0.006662773;0.004689682;0.005248595
28/08/1996;664.809998;-0.002388844;0.00617597;0.007421291;0.005755585;0.006380112;0.00396262;0.005343665
