(Intercept),vix_f,vix^2,vix^3,vix^4,vix^5,vix^6,vix_ln,vix_sqrt,vix_1ov,adjR^2,AIC,delta
-5.514458548,,0.006550828,7.80E-05,,,-1.57E-10,,3.959354337,,0.553787339,53463.29784,13.5183551
-7.389514035,,0.011481805,,1.47E-06,-2.50E-08,,6.030665278,,,0.553786834,53463.30702,13.52753648
-9.615698232,,-0.001265834,,1.18E-05,-2.25E-07,1.12E-09,,5.441565402,,0.55389691,53463.30888,13.52938738
-7.866137231,0.081146879,,,9.84E-06,-1.85E-07,8.90E-10,,4.615832902,,0.553896567,53463.31509,13.53560193
0.349407379,0.768001147,-0.003847003,0.00015849,,,-1.83E-10,,,,0.55378624,53463.3178,13.53830811
-1.414423743,0.580704199,,0.000125061,,,-1.71E-10,1.413981016,,,0.553785881,53463.32432,13.54483303
-8.120408903,,0.009090368,9.61E-05,,-1.72E-08,,6.407205208,,,0.553785645,53463.3286,13.54910803
-12.06048827,,,0.000337041,,-7.39E-08,4.44E-10,8.348115394,,,0.553780573,53463.42066,13.64116726
2.2565243,0.634414869,,0.000119325,,,-1.66E-10,,,-9.42430711,0.553780106,53463.42912,13.64963463
-10.53207952,-0.684764323,0.01622356,,,,-1.30E-10,,7.416462294,,0.553779983,53463.43136,13.65186741
-55.14999512,-1.498917168,,0.000298621,,-2.85E-08,,,20.53702967,129.0246333,0.553889678,53463.44015,13.66066442
-15.07787322,-1.206557247,0.021190343,,,-1.38E-08,,,10.3295809,,0.553779437,53463.44127,13.66177891
-143.3384681,,0.022097787,,,,-1.66E-10,92.82709662,-33.14620515,402.757776,0.553889281,53463.44738,13.66788771
-496.6162483,24.49234514,-0.030618625,,,-1.03E-08,,668.1244843,-459.7897362,1786.005633,0.553999342,53463.44903,13.66954008
-58.0131199,,-0.00586626,0.000311407,,-2.79E-08,,21.83826178,,159.9397164,0.553889034,53463.45185,13.67236589
21.25586045,4.380254906,-0.077010829,0.001295852,-8.03E-06,,,,-16.02958213,,0.553888808,53463.45596,13.67647164
-9.64481705,,0.003956841,0.000305255,-3.23E-06,,,7.196634248,,,0.553776212,53463.4998,13.7203096
-4.716016697,,0.0091917,,7.78E-07,,-1.84E-10,,3.655354788,,0.553776051,53463.50274,13.72324834
-34.75322128,,,0.000251518,,-3.71E-08,1.26E-10,14.69803669,,85.00428996,0.553884518,53463.53384,13.75435322
0.853398324,0.691582707,,8.08E-05,5.60E-07,,-1.91E-10,,,,0.553772106,53463.57434,13.79484827
-6.949954336,,0.011835582,2.30E-05,,,-1.35E-10,5.828739805,,,0.553770582,53463.60198,13.8224931
-6.647583674,,0.012551234,,2.35E-07,,-1.43E-10,5.680599706,,,0.553768785,53463.6346,13.8551075
-113.1481674,-1.867671454,0.026072409,,,,-1.70E-10,47.12783651,,287.4668575,0.553878514,53463.64284,13.86335098
-11.17726161,,,0.000438944,-4.68E-06,,5.46E-11,7.957731605,,,0.553767707,53463.65417,13.87468531
-5.404850469,0.436382957,,,8.47E-06,-1.56E-07,7.30E-10,3.741086762,,,0.553877844,53463.65501,13.87551816
0.9828138,0.679282246,,0.000103837,,3.37E-09,-1.86E-10,,,,0.553766876,53463.66925,13.88975927
-9.045980656,,,0.000177001,,,-2.24E-10,,5.177941334,,0.553655304,53463.69396,13.9144763
-7.433834317,-0.086386936,0.014049471,,,,-1.24E-10,6.330268902,,,0.55376537,53463.69658,13.91709207
-6.375978846,,0.012851981,,,3.67E-09,-1.58E-10,5.557205816,,,0.553765258,53463.69862,13.91913219
-41.30766517,,,0.000213604,2.49E-07,-2.50E-08,,16.58095977,,108.1653663,0.553875168,53463.70357,13.92408335
-11.11707044,,,0.00044962,-5.23E-06,9.55E-09,,7.929664773,,,0.553764944,53463.70432,13.92483369
-6.745737555,,0.013602613,,,,-1.21E-10,6.806799858,-0.820232767,,0.553763332,53463.73358,13.95408726
-17.18297503,-2.758424609,,0.000317771,,-2.90E-08,,-43.19617029,48.02225977,,0.55387244,53463.75309,13.97360356
-582.8772925,33.96194379,-0.05737414,,,,-5.84E-11,853.9543607,-609.3368431,2178.891613,0.553982353,53463.75754,13.97804696
-29.37763961,,-0.012011225,0.000361955,,-2.93E-08,,,9.598357165,78.15989792,0.553871227,53463.77512,13.99562922
-6.669650857,,0.013110621,,,,-1.16E-10,5.573381505,,2.748602251,0.553761017,53463.77558,13.99609286
-4.175567399,,0.010150457,,,1.38E-08,-2.53E-10,,3.465753806,,0.55375956,53463.80202,14.02253376
-2.825196584,1.33904992,-0.039698146,0.001112459,-9.63E-06,,1.75E-10,,,,0.553868545,53463.82381,14.04432582
0.996296495,0.658310306,0.002578367,,1.48E-06,,-2.31E-10,,,,0.553757793,53463.8341,14.05461286
-81.66664862,-3.780739701,0.030123143,,,,-1.73E-10,,34.06117122,167.6523499,0.553866305,53463.86448,14.08498726
-10.45926681,-0.348126939,0.017816401,,,-1.28E-08,,8.593896119,,,0.553753785,53463.90684,14.12734961
6.715662256,0.428121124,,0.00030192,-3.02E-06,,,,,-36.24781024,0.553748611,53464.00075,14.22126358
2.684704767,0.883361143,,,1.82E-06,,-2.56E-10,,-1.163299876,,0.553747979,53464.01222,14.2327335
-0.918599579,0.777673954,,,1.91E-06,,-2.65E-10,,,10.07087041,0.553747577,53464.01952,14.24002815
-35.59745882,,,0.000288616,-2.08E-06,,-8.73E-11,14.88908837,,89.08890062,0.553857317,53464.02764,14.24815367
2.445180906,0.811629002,,,1.86E-06,,-2.60E-10,-1.179504054,,,0.553747041,53464.02924,14.24975426
-2.387217043,1.26518262,-0.035674399,0.001042844,-1.02E-05,2.53E-08,,,,,0.553856053,53464.05059,14.27109927
2.743950818,,0.01267683,,,,-1.15E-10,,1.986226958,-25.83374853,0.553744648,53464.07267,14.29318524
-2.589875864,,-0.015635936,0.000384556,,-2.95E-08,,-18.50168231,17.15802971,,0.553853211,53464.10217,14.32268543
-8.319160925,,0.016267407,,,-1.23E-08,,11.55508218,-3.882163627,,0.553742749,53464.10713,14.3276395
-7.386163376,1.361005419,-0.023971224,0.000434029,,-3.07E-08,,,,36.51516296,0.553851325,53464.13641,14.35692063
-9.990629845,,-0.007802063,0.000425312,,-7.76E-08,4.46E-10,,5.672618306,,0.553850143,53464.15786,14.37837085
3.42616697,0.610805583,,,6.68E-06,-1.18E-07,4.99E-10,,,-18.99550269,0.553849761,53464.16481,14.38531745
-38.35145157,,0.005492514,,3.46E-06,-4.18E-08,,15.3591483,,103.3291591,0.553848039,53464.19606,14.4165726
-36.35603525,-6.176074531,0.03486758,,,,-1.77E-10,-62.62163927,78.03756811,,0.553847412,53464.20744,14.42794921
-21.33213619,-2.013395568,0.030541636,,-1.75E-06,,,,14.55062785,,0.55373388,53464.26809,14.4886052
-15.47244174,,,0.000135489,1.52E-06,-3.12E-08,,,6.257477128,33.84815497,0.553842553,53464.29565,14.5161606
-15.21687926,,,,1.51E-05,-3.07E-07,1.65E-09,9.731801111,,,0.5537311,53464.31855,14.53905778
13.1113021,,0.014803494,,,,-1.41E-10,,,-71.7958475,0.553620675,53464.32228,14.54278958
-10.64087861,,,0.000216845,,-2.88E-08,6.66E-11,,5.296844887,14.51453739,0.553840007,53464.34185,14.56236265
5.493474471,1.53673764,-0.024483521,0.000423978,,-2.98E-08,,-4.770542983,,,0.553840004,53464.34192,14.56242729
8.301503684,0.219069233,0.011802651,,,,-1.13E-10,,,-39.99987332,0.553729628,53464.34525,14.56575923
-9.517571512,-0.173495302,,0.000279027,,-5.04E-08,2.45E-10,,5.887664806,,0.553836113,53464.41254,14.63304971
6.527173776,1.830715916,-0.024118834,0.000407872,,-2.89E-08,,,-4.746363106,,0.55383535,53464.42639,14.64690477
-2.170649208,,0.012454828,,,-9.12E-09,,,2.809330173,,0.553613976,53464.44382,14.66433261
0.034956737,,,,2.32E-06,,-3.02E-10,-14.88096064,13.33317031,,0.553724035,53464.44676,14.66727008
-6.97683718,,,0.000234713,,-3.62E-08,1.30E-10,-0.742058611,5.109940177,,0.553833611,53464.45797,14.67847975
1.411669798,0.599878394,0.004832494,,,2.61E-08,-3.64E-10,,,,0.553721446,53464.49374,14.71425208
-30.6346035,0.372666452,,,4.46E-06,-4.95E-08,,11.20251129,,90.2811377,0.553829059,53464.54059,14.76110567
-16.43686033,,0.002829062,,3.78E-06,-4.38E-08,,,6.320877619,40.18187465,0.553828905,53464.54338,14.7638933
-4.834298633,,,0.000150376,1.05E-06,-2.78E-08,,-5.24773483,7.759540377,,0.553828563,53464.54959,14.77010575
1.735562573,0.608323871,,0.000223505,-2.25E-06,,,,,,0.553606874,53464.57267,14.79317886
2.258844486,,0.014673411,,,-1.12E-08,,2.880162111,,-26.68992878,0.553714532,53464.6192,14.83971247
-10.11402998,,0.007234645,,6.78E-06,-1.38E-07,6.72E-10,7.332422817,,,0.55382433,53464.62642,14.84693638
-38.86801025,,0.003348756,0.000131051,,,-1.87E-10,15.59783449,,104.1524775,0.553823484,53464.64178,14.86229256
-18.33075422,0.130165891,,,4.46E-06,-4.93E-08,,,6.280544412,50.56121644,0.553822887,53464.65262,14.87313214
-26.88485547,,,,4.73E-06,-5.18E-08,,2.421513237,6.874233297,74.97256141,0.553822344,53464.66248,14.8829955
-9.588865473,,-0.008859018,0.000570969,-5.34E-06,,5.33E-11,,5.556566699,,0.55382186,53464.67126,14.89177257
-11.79417047,,,0.000234067,-1.42E-06,,-1.10E-10,,5.495627598,20.01268086,0.553821036,53464.68621,14.90672661
11.33296562,,0.017279961,,-1.18E-06,,,,,-53.80417156,0.553600418,53464.68981,14.91032074
-8.35462629,,-0.003933842,0.000405649,-3.35E-06,-3.53E-09,,,5.067669015,,0.553819882,53464.70716,14.927673
-5.532202327,0.167530919,,0.000203926,-2.02E-07,-2.00E-08,,,3.594669543,,0.55381974,53464.70975,14.93026375
-6.100882659,0.314646192,,0.00022744,,-3.72E-08,1.44E-10,4.513350134,,,0.553818207,53464.73757,14.95808278
-42.35348822,0.097188036,,0.000166557,,,-2.03E-10,16.23786232,,117.9186314,0.553817445,53464.75139,14.9719063
-3.365742078,,0.002856888,,3.57E-06,-4.18E-08,,-7.07148939,8.586688088,,0.553817013,53464.75924,14.97975216
-46.45297485,,,0.000172721,,,-2.08E-10,16.93916458,0.748133478,128.9477525,0.553816413,53464.77013,14.99064251
7.681307569,,0.014572802,,,-1.12E-08,,,0.918144314,-43.88577818,0.553704933,53464.7934,15.01391587
-2.256617442,-0.025066369,,,4.32E-06,-4.78E-08,,-11.63873003,11.74449096,,0.553813814,53464.81731,15.03781828
-2.656031881,0.523971524,,0.000118705,1.28E-06,-2.80E-08,,2.182238422,,,0.553813172,53464.82896,15.04947241
-6.166331277,,,0.000261032,-1.89E-06,,-8.38E-11,-1.876840447,5.686563353,,0.553812594,53464.83945,15.05995942
-8.500836963,-0.119097461,,0.000331633,-2.93E-06,,-3.47E-11,,5.395079553,,0.55381182,53464.85351,15.07402124
-27.0730819,,,,2.61E-06,,-3.34E-10,,8.501495282,82.22633697,0.553699366,53464.89443,15.11494078
-26.48711075,-0.32050308,,0.000170202,,,-2.03E-10,,9.776310549,65.44022997,0.553809516,53464.89532,15.11582768
-3.108837411,0.301518041,0.004170799,,3.00E-06,-3.70E-08,,,2.342839788,,0.553809324,53464.8988,15.11931226
-0.959711099,0.819973118,-0.002324201,,4.16E-06,-4.58E-08,,,,7.997966709,0.55380854,53464.91304,15.1335478
10.54274484,0.087533492,0.014366334,,,-1.13E-08,,,,-52.32913682,0.553697295,53464.932,15.15251637
-0.340291627,0.659887194,0.000700036,,3.54E-06,-4.09E-08,,0.619739804,,,0.553807375,53464.93419,15.15469684
1.199326571,0.692832107,,2.27E-05,3.12E-06,-3.84E-08,,,,-3.842706415,0.55380686,53464.94352,15.16403593
-17.19712419,,-0.000178912,0.00015501,,,-1.91E-10,,6.572638969,41.65005576,0.553806228,53464.95501,15.17552161
-14.30614403,-0.75123799,0.024889527,,-1.57E-06,,,11.69122372,,,0.553694724,53464.97866,15.199173
11.86807928,,0.017273936,-4.82E-05,,,-9.87E-11,,,-59.77870286,0.553690539,53465.0546,15.27511298
-4.986361043,0.36016067,,0.000250088,-1.90E-06,,-7.63E-11,3.843208163,,,0.553799021,53465.08581,15.30632429
-6.05772883,-0.647843764,,0.000168401,,,-1.99E-10,-17.199775,18.92678011,,0.553798441,53465.09635,15.31685733
-25.65026862,,0.009286105,,9.54E-07,,-2.02E-10,11.34856445,,64.55332872,0.553797489,53465.11362,15.3341271
12.28741232,,0.015872686,-4.94E-06,,-1.20E-08,,,,-63.26952654,0.553684836,53465.1581,15.37860875
-3.56531347,,3.01E-05,0.000144917,,,-1.84E-10,-7.422931107,8.960549242,,0.553794961,53465.15951,15.38001695
12.4014606,,0.015634058,,,-1.21E-08,-2.61E-12,,,-64.35794351,0.553684487,53465.16442,15.38493624
12.40415646,,0.015625978,,1.60E-08,-1.25E-08,,,,-64.37872214,0.55368448,53465.16456,15.38507145
12.22846861,,0.016008699,,-5.55E-07,,-7.64E-11,,,-62.8084875,0.553684099,53465.17147,15.39198142
-9.69612637,,0.005246583,0.000200548,,-4.29E-08,2.05E-10,7.191152459,,,0.553794128,53465.17463,15.39514675
2.501709838,0.471587022,0.00849007,,,,-8.50E-11,,,,0.553571635,53465.21198,15.43248787
4.128365405,0.55347819,,0.000166587,,-1.91E-08,9.02E-13,,,-21.17002487,0.553791925,53465.21461,15.43511963
-1.468185515,0.88521267,-0.006971565,0.00018826,,,-1.94E-10,,,9.747308736,0.55378805,53465.28494,15.5054535
-3.275000322,0.294591262,0.002545424,0.000109107,,,-1.67E-10,,2.443947745,,0.55378803,53465.28531,15.5058192
-7.292357007,,0.011790632,-1.23E-05,1.65E-06,-2.59E-08,,5.980876529,,,0.553786849,53465.30675,15.52726022
-0.27272138,0.704059868,-0.002557717,0.000147474,,,-1.79E-10,0.49168981,,,0.553786372,53465.3154,15.53591027
5.557217397,1.093795222,,,,3.98E-08,-4.92E-10,,-2.709217911,,0.553675096,53465.33484,15.55535187
-12.49704826,,,0.000288877,2.18E-06,-1.08E-07,6.22E-10,8.540167924,,,0.553782004,53465.39468,15.61518868
3.175594969,0.592394061,,0.00015544,-5.87E-07,,-1.34E-10,,,-15.00599727,0.553781987,53465.395,15.61550975
-12.71152294,-0.934095883,0.018587494,,,-6.49E-09,-6.93E-11,,8.810903569,,0.553781889,53465.39677,15.61728022
-9.184116651,-0.521644831,0.014498916,,2.01E-07,,-1.45E-10,,6.533027466,,0.553780466,53465.4226,15.64311511
-9.856497819,,0.021272565,,-1.44E-06,,,18.05389645,-8.299562059,,0.553669483,53465.43668,15.65719441
-8.558299868,,0.007724083,,1.05E-06,,-2.05E-10,,4.472968275,14.63231331,0.55377934,53465.44303,15.66354574
-8.807358819,,0.006469209,0.000214131,-2.18E-06,,-4.51E-11,6.769602819,,,0.553778027,53465.46686,15.6873749
-17.25459048,,0.01132202,,,1.20E-08,-2.40E-10,8.753816528,,37.92089475,0.553777906,53465.46907,15.68957763
-4.707517271,,0.009177438,,7.81E-07,,-1.84E-10,-0.024464483,3.671038846,,0.553776051,53465.50273,15.72324593
5.081010485,0.931479038,,,,4.22E-08,-5.16E-10,-2.802431877,,,0.553665106,53465.51611,15.73661922
-4.331765101,0.203007368,0.00944584,,6.29E-07,,-1.71E-10,3.946566237,,,0.553771464,53465.58599,15.8064999
12.82330686,,0.013339438,0.000116386,-2.08E-06,,,,,-67.34382104,0.553658132,53465.64265,15.86315707
-5.941613054,,0.012303948,,,5.75E-09,-1.78E-10,4.44311217,0.696928634,,0.553765642,53465.69165,15.91216639
-7.019837195,-0.051009696,0.013544723,,,1.67E-09,-1.40E-10,6.022053207,,,0.553765524,53465.69378,15.91429268
-2.896554463,0.851706934,,,,4.55E-08,-5.51E-10,,,23.57615203,0.553651367,53465.76539,15.98590485
2.89135519,0.549951146,0.004738411,,1.17E-06,,-2.07E-10,,,-10.85498872,0.553760957,53465.77668,15.99718774
-3.307357119,,0.010425958,,,1.25E-08,-2.41E-10,,3.286211732,-3.443867403,0.553759793,53465.7978,16.01831208
-3.319598931,,0.015643315,,-1.01E-06,,,4.196916065,,,0.553534495,53465.88573,16.10624052
3.6531431,1.241063943,,,1.62E-06,,-2.39E-10,6.153312632,-7.095357247,,0.553750183,53465.97221,16.19272032
-30.8255217,-3.517271871,0.057324602,-0.000341549,,,,,21.54867645,,0.55363869,53465.99541,16.21592277
1.854576441,0.859425754,,,1.84E-06,,-2.58E-10,,-0.897593729,2.359350902,0.553748019,53466.0115,16.23200704
-2.016313417,0.7662965,,,1.93E-06,,-2.67E-10,0.387590709,,13.31668301,0.553747611,53466.01889,16.23940421
5.529342182,0.379400115,0.008731202,,,1.28E-08,-2.39E-10,,,-24.56700022,0.553742126,53466.11844,16.33895108
12.30217496,3.802962372,,,,,-8.22E-11,47.99613044,-48.46951754,,0.553624657,53466.25003,16.47053868
9.646480787,,0.027162365,-0.00051673,8.33E-06,-5.77E-08,,,,-42.36194297,0.553731085,53466.31881,16.53932304
12.93853917,,,,2.19E-06,,-2.89E-10,-21.88014783,15.58104469,-39.52109922,0.553726893,53466.39488,16.61539566
13.57781085,-0.113535147,0.019156314,,-1.31E-06,,,,,-67.71958359,0.553614195,53466.43985,16.66035828
-14.44716984,,,0.000269396,,-2.92E-08,,9.319317865,,,0.553499725,53466.51644,16.73695314
-0.167939175,0.778125065,,,,5.54E-08,-6.65E-10,,,,0.553498952,53466.53046,16.75097522
14.41410943,,0.018127772,,-1.25E-06,,,,-0.618015142,-66.60646977,0.553606798,53466.57404,16.79455404
14.15844065,,0.017612287,,-1.21E-06,,,-0.814791693,,-64.01317598,0.553602172,53466.65797,16.87848471
7.73716603,2.199809036,,,,2.58E-08,-3.52E-10,20.30499764,-21.73766262,,0.55370839,53466.73068,16.95118787
-74.40536224,,,,3.14E-06,,-3.91E-10,26.08665222,,225.4017297,0.553594078,53466.80482,17.02532894
4.61265894,,0.045999512,-0.001319362,2.07E-05,-1.23E-07,,,,,0.553591798,53466.84619,17.06670558
10.75624514,,0.021553838,-0.000220367,2.09E-06,,-1.91E-10,,,-50.74270823,0.553700937,53466.86591,17.08642603
-19.38909462,-1.501376712,0.045138509,-0.000289625,,,,16.37678212,,,0.553585375,53466.96272,17.18322754
11.59500217,,0.018165658,-7.53E-05,,7.30E-09,-1.58E-10,,,-57.48608567,0.553691487,53467.0374,17.25791562
19.06123432,1.458506154,,,,3.24E-08,-4.16E-10,,-6.910112938,-39.97561678,0.553689788,53467.06824,17.2887482
2.74517267,0.441745753,0.009383831,,,-7.60E-09,,,,,0.553468956,53467.07453,17.29503944
2.866706189,,,,,5.49E-08,-6.45E-10,-19.46407472,15.81742933,,0.553578692,53467.08396,17.3044752
12.3698481,,0.015701551,,-9.83E-08,-1.00E-08,-1.55E-11,,,-64.07331647,0.553684506,53467.16409,17.38459736
23.72674145,1.105879335,,,,3.58E-08,-4.50E-10,-9.237976033,,-56.95682324,0.553678449,53467.27399,17.49450297
13.60438988,4.201477901,,,,-7.58E-09,,54.65276045,-54.99970831,,0.553566967,53467.29666,17.51717286
-1.159669549,,0.014082664,,-9.00E-07,,,,2.459248357,,0.553441498,53467.57252,17.79302955
-10.64099438,,0.035628806,-0.000247574,,,,27.91405142,-15.62571689,,0.55354189,53467.75158,17.97208855
52.01410863,,,,,4.34E-08,-5.23E-10,-45.41671234,23.91950589,-152.6071128,0.553633228,53468.09451,18.31502466
-11.02574878,,,,5.85E-06,-6.47E-08,,,5.787218435,,0.553411433,53468.11777,18.33828061
59.77356094,2.647099596,,,,,-6.80E-11,,-20.06722259,-152.395846,0.553509178,53468.34497,18.56548643
18.14105798,-0.486666153,0.032862495,-0.000224523,,,,,,-87.99759172,0.553481134,53468.85364,19.0741511
16.31020135,,,0.000683683,-1.07E-05,4.49E-08,,,,-96.12865354,0.553476167,53468.94374,19.16425014
-33.29002945,,,,,6.46E-08,-7.50E-10,,9.630953236,110.4261992,0.553468731,53469.0786,19.29910731
16.25490297,4.794671348,,,-7.64E-07,,,63.32590386,-64.03572239,,0.553468586,53469.08122,19.30173587
9.599214082,,0.022114091,-0.000147454,,,,,,-38.34296675,0.553356734,53469.10967,19.33018445
4.890149397,,0.041258831,-0.000964529,1.07E-05,,-5.41E-10,,,,0.553461805,53469.20422,19.42472704
24.63654413,,0.02834309,-0.000200611,,,,,-3.168801346,-96.92222088,0.553451674,53469.38796,19.60847629
16.63261498,,,0.000624461,-7.94E-06,,2.36E-10,,,-99.41936022,0.553450018,53469.41799,19.63850044
65.23846409,2.815599371,,,,-5.99E-09,,,-21.88038223,-166.8023459,0.5534339,53469.71032,19.93082962
31.49521857,,0.026087585,-0.00018483,,,,-6.4715225,,-114.3474488,0.553425993,53469.85372,20.07423313
3.065040402,0.397109883,0.011033539,,-7.58E-07,,,,,,0.553312635,53469.90928,20.12978775
93.43253037,1.829939122,,,,,-5.77E-11,-33.93503413,,-260.7456078,0.553410605,53470.13279,20.35329867
15.38919645,,,0.000868471,-1.98E-05,1.95E-07,-8.18E-10,,,-86.90357711,0.553514991,53470.23953,20.46004087
-1.029184485,,0.020421325,-0.000132197,,,,3.088440722,,,0.553272067,53470.64478,20.86529031
17.54189528,,,0.000457602,,-1.27E-07,9.09E-10,,,-108.7092366,0.553336224,53471.48156,21.7020681
22.36965821,5.877599508,,-9.45E-05,,,,75.96172028,-78.57145137,,0.553335958,53471.48639,21.70690052
99.38395031,1.898642356,,,,-4.92E-09,,-36.10040238,,-277.4272894,0.553328972,53471.61306,21.83356941
72.07481695,3.059982302,,,-5.66E-07,,,,-24.30769514,-182.9392954,0.553323761,53471.70754,21.92805531
0.430578635,,0.018846551,-0.000121181,,,,,1.860085871,,0.553202383,53471.90799,22.12850307
5.214144582,,0.035960933,-0.00057793,,1.27E-07,-1.09E-09,,,,0.553300916,53472.12173,22.34224421
3.546242122,0.313676762,0.015809226,-0.000105677,,,,,,,0.553118576,53473.42698,23.6474889
106.0575381,1.995178927,,,-4.41E-07,,,-38.66855363,,-294.6819543,0.553218995,53473.60687,23.82737973
81.70563115,3.499765991,,-6.36E-05,,,,,-28.12370096,-201.9524805,0.55318928,53474.1455,24.36601161
40.42984263,8.968213473,-0.020429772,,,,,98.92225675,-110.1564073,,0.553186436,53474.19706,24.41757005
-89.59103451,,,,,7.99E-08,-9.15E-10,30.30137792,,282.5409014,0.55317413,53474.42012,24.64062834
172.9490351,,,,,,-3.61E-11,-111.9140126,45.4962489,-517.1090023,0.553141022,53475.02017,25.24068648
-16.23831727,,,0.000222154,,,-2.82E-10,10.04391623,,,0.553021045,53475.19436,25.41486948
18.06518164,,,0.000501705,-5.02E-06,,,,,-115.6155846,0.553011303,53475.37087,25.59137915
114.1597276,2.165398311,,-4.58E-05,,,,-42.10616185,,-313.0187581,0.553093255,53475.88586,26.10637277
174.6902504,,,,,-2.81E-09,,-113.092449,45.9474131,-521.5905774,0.553070282,53476.30218,26.52268889
98.94095921,4.754033764,-0.011728153,,,,,,-36.36309405,-227.8591636,0.553049923,53476.6711,26.89161025
14.98357586,1.655182009,,,,,-2.70E-11,,-7.337088355,,0.552910503,53477.19703,27.41754025
5.708758714,,0.028007877,,-1.60E-05,3.19E-07,-1.93E-09,,,,0.553006253,53477.46237,27.68288055
174.565709,,,,-2.20E-07,,,-113.5329007,46.2550856,-519.6934873,0.552990105,53477.75494,27.97544911
126.0602611,2.648907427,-0.007268828,,,,,-48.08042566,,-335.6511239,0.552971225,53478.097,28.31751069
-12.16478585,,,,3.52E-06,,-4.54E-10,,6.103676966,,0.5528498,53478.29657,28.51708371
124.1779081,,,,,,,-86.86416138,37.91831053,-363.9813847,0.552830476,53478.64658,28.86709024
14.8960567,1.653983142,,,,-1.88E-09,,,-7.309520921,,0.552827855,53478.69404,28.91454686
171.2621168,,,-1.80E-05,,,,-112.7303627,46.34372241,-507.3563201,0.552914525,53479.12418,29.34468781
12.12312803,1.506365095,,,,,,,-6.01539422,,0.552660905,53479.71717,29.93768353
162.2441484,,-0.001710504,,,,,-109.6892179,46.11631195,-477.8335491,0.552859049,53480.12906,30.34957105
14.61284849,1.644878145,,,-1.24E-07,,,,-7.199215292,,0.552748085,53480.13866,30.35917471
39.16037598,1.369290048,,,,,,-15.55619213,,-91.33003614,0.552739033,53480.30257,30.52307841
139.9100057,-0.259003201,,,,,,-100.1872462,45.0451357,-414.38926,0.552832836,53480.60382,30.82433465
19.69163098,1.649693716,,,,,,,-8.021971223,-28.51664435,0.552702015,53480.97285,31.1933623
14.01150908,1.621957643,,-7.52E-06,,,,,-6.94852555,,0.552688934,53481.2097,31.43021065
11.13392514,1.720155567,,,,,,5.566076916,-10.47210481,,0.552684542,53481.28922,31.50972716
13.24397996,1.213478634,,,,,,-7.409908493,,,0.55255506,53481.63322,31.85373404
12.79968716,1.560361786,-0.000301216,,,,,,-6.383032191,,0.552662459,53481.68903,31.90953814
14.81312628,1.256930121,,,,,-1.46E-11,-8.237213487,,,0.552638687,53482.1194,32.33991455
20.10246387,,,,2.16E-05,-4.71E-07,2.72E-09,,,-135.0443435,0.552725967,53482.53916,32.75966696
5.930353557,,0.02882614,-0.00030837,1.03E-06,,,,,,0.552610484,53482.62997,32.85048213
10.29489047,1.068657589,0.001220074,,,,,-5.608582951,,,0.552598695,53482.84338,33.06389211
14.42202884,1.247136578,,,,-7.81E-10,,-8.036638965,,,0.552589227,53483.01477,33.23527984
12.46761076,1.186646164,,2.94E-06,,,,-6.974824784,,,0.552560989,53483.5259,33.74641491
13.70846151,1.227573941,,,-2.23E-08,,,-7.661238534,,,0.552558614,53483.5689,33.78940853
6.073415517,,0.027400901,-0.000239867,,4.79E-09,,,,,0.552518503,53484.29489,34.51539847
6.28789017,,0.025882354,-0.000195227,,,,,,,0.552401097,53484.41952,34.64003547
-4.137934236,0.828148689,0.002667447,,,,,,,37.79421891,0.552502014,53484.59331,34.81381719
6.15552473,,0.026748656,-0.000218219,,,3.13E-11,,,,0.552464622,53485.27,35.49051658
5.482313733,,0.004374024,,,,,-18.65389229,14.315439,,0.552432472,53485.85181,36.07231707
-6.940767852,0.970467346,,1.54E-05,,,,,,55.43459774,0.552342338,53487.48264,37.70315348
0.807639679,0.643918802,0.004556479,,,,,,,,0.552227171,53487.56594,37.78645083
-24.68290829,,0.005871343,,,,,,7.455234839,87.99845874,0.552250406,53489.14568,39.3661919
-8.345371111,1.018759694,,,1.12E-07,,,,,65.85577186,0.552211401,53489.85118,40.07169302
-9.855514179,1.061842884,,,,,,,,78.22981604,0.552086793,53490.10458,40.32509019
-19.87754782,,,,7.56E-06,-8.38E-08,,11.56780914,,,0.552145862,53491.03646,41.25697365
-9.14702475,1.042465407,,,,7.72E-10,,,,72.28552229,0.552129443,53491.33336,41.55387412
9.120348236,,,2.97E-05,,,,-26.94600933,19.3888598,,0.552125336,53491.40763,41.62814625
-9.627835903,1.055745594,,,,,3.61E-12,,,76.2951099,0.55209299,53491.99252,42.21303038
6.486761044,,0.022863785,,-4.18E-06,2.83E-08,,,,,0.552015142,53493.40003,43.62054486
-58.43417016,,0.00746139,,,,,20.52601556,,187.9061375,0.551997181,53493.72474,43.94524823
19.78690244,,,0.000336481,,-3.81E-08,,,,-135.0075538,0.551864022,53496.1316,46.35211172
11.92408146,,,,2.58E-07,,,-31.08957526,21.5741432,,0.551833376,53496.68543,46.90593855
6.608746714,,0.022162599,,-2.88E-06,,1.67E-10,,,,0.551824573,53496.8445,47.06501359
13.80829343,,,,,2.39E-09,,-33.48354068,22.7568644,,0.551601156,53500.88083,51.1013418
-39.70660782,,,4.77E-05,,,,,10.58871722,147.3978657,0.551576146,53501.33255,51.55305843
-14.01018266,,,,,9.58E-08,-1.12E-09,,6.613191514,,0.551574924,53501.35461,51.5751229
